train_loss,preclip_norm_mean,preclip_norm_p50,preclip_norm_p90,preclip_norm_p99,clip_fraction,update_norm,step,epoch,accepted,rejected,powell_damping,modified_damping
2.2962303161621094,3.8527936935424805,3.76645565032959,4.722382545471191,5.770411968231201,1.0,0.9494997262954712,1,1,8,0,0,3
2.288196563720703,3.890930652618408,3.805454730987549,4.94227409362793,5.765767574310303,1.0,0.9510576725006104,2,1,8,0,0,3
2.267735242843628,4.061828136444092,4.025214195251465,4.95807409286499,5.953475475311279,1.0,0.9513998627662659,3,1,8,0,0,3
2.2480292320251465,4.334389686584473,4.256174087524414,5.286910057067871,6.689123153686523,1.0,0.9495342373847961,4,1,8,0,0,3
2.2179837226867676,4.695407867431641,4.60132360458374,5.930092811584473,7.186652660369873,1.0,0.9513952732086182,5,1,8,0,0,3
2.183397054672241,5.149083614349365,5.064483642578125,6.423614501953125,8.21731185913086,1.0,0.9526010751724243,6,1,8,0,0,3
2.1507699489593506,5.69733190536499,5.630014419555664,6.997592449188232,8.997282981872559,1.0,0.9506130218505859,7,1,8,0,0,3
2.1097350120544434,6.3277692794799805,6.143378257751465,8.21514892578125,10.285426139831543,1.0,0.9516968727111816,8,1,8,0,0,3
2.086193323135376,7.036952972412109,6.854996204376221,9.137500762939453,11.259066581726074,1.0,0.9503844976425171,9,1,8,0,0,3
2.0031282901763916,7.632378578186035,7.395941257476807,10.011276245117188,12.104902267456055,1.0,0.9519471526145935,10,1,8,0,0,3
1.9873437881469727,8.835521697998047,8.479905128479004,12.597801208496094,14.357553482055664,1.0,0.9505186676979065,11,1,8,0,0,3
1.8966624736785889,9.475336074829102,9.0863037109375,13.04124927520752,15.245284080505371,1.0,0.9512306451797485,12,1,8,0,0,3
1.8055596351623535,10.07390022277832,9.802985191345215,12.651420593261719,16.47574234008789,1.0,0.9519359469413757,13,1,8,0,0,3
1.7295492887496948,11.290306091308594,10.956537246704102,15.831563949584961,18.950292587280273,1.0,0.9520640969276428,14,1,8,0,0,3
1.6868150234222412,12.488000869750977,11.934476852416992,16.930862426757812,22.972206115722656,1.0,0.9515816569328308,15,1,8,0,0,3
1.6926740407943726,13.108033180236816,12.569162368774414,18.699079513549805,22.507719039916992,1.0,0.950958788394928,16,1,8,0,0,3
1.5757312774658203,14.05765438079834,13.699190139770508,20.45171546936035,24.90740394592285,1.0,0.9503026008605957,17,1,8,0,0,3
1.483733892440796,14.655004501342773,13.8173828125,22.13170623779297,27.932504653930664,1.0,0.9510266780853271,18,1,8,0,0,3
1.3848392963409424,15.38531494140625,14.463577270507812,24.009349822998047,30.011478424072266,1.0,0.9533266425132751,19,1,8,0,0,3
1.3066387176513672,16.045806884765625,15.927213668823242,23.800050735473633,31.555187225341797,1.0,0.9493716359138489,20,1,8,0,0,3
1.21488618850708,16.561813354492188,16.23662567138672,25.75412940979004,36.03759002685547,1.0,0.951346755027771,21,1,8,0,0,3
1.2386231422424316,17.222591400146484,16.290328979492188,28.57376480102539,35.11798858642578,1.0,0.9506484866142273,22,1,8,0,0,3
1.152134656906128,17.274272918701172,17.481319427490234,28.23221206665039,40.531044006347656,1.0,0.9501610398292542,23,1,8,0,0,3
1.074554204940796,17.621929168701172,16.684886932373047,30.42986488342285,43.61676025390625,1.0,0.9470837116241455,24,1,8,0,0,3
1.0280050039291382,17.980545043945312,17.3602237701416,32.68057632446289,41.78850555419922,0.98828125,0.950156033039093,25,1,8,0,0,3
1.0514521598815918,19.186248779296875,18.151756286621094,37.144142150878906,50.25971984863281,0.95703125,0.9481660723686218,26,1,8,0,0,3
1.0558041334152222,20.25133514404297,18.508955001831055,39.99964904785156,55.2607307434082,0.9453125,0.948840320110321,27,1,8,0,0,3
