train_loss,preclip_norm_mean,preclip_norm_p50,preclip_norm_p90,preclip_norm_p99,clip_fraction,update_norm,step,epoch,accepted,rejected,powell_damping,modified_damping
2.311952590942383,3.922008514404297,3.9443044662475586,4.520415306091309,4.919633865356445,1.0,0.9500106573104858,1,1,80,0,0,40
2.2892420291900635,3.8783159255981445,3.897754192352295,4.5206122398376465,4.860574722290039,1.0,0.9508359432220459,2,1,80,0,0,40
2.266263961791992,3.8620500564575195,3.8640377521514893,4.519898414611816,4.814442157745361,1.0,0.9522354006767273,3,1,80,0,0,40
2.2526473999023438,4.008390426635742,3.99755597114563,4.689757347106934,5.028819561004639,1.0,0.9531360268592834,4,1,80,0,0,40
2.222846269607544,4.19434118270874,4.241324424743652,4.951430320739746,5.39495849609375,1.0,0.9508829712867737,5,1,80,0,0,40
2.1866049766540527,4.620335578918457,4.624871253967285,5.461806297302246,5.893136978149414,1.0,0.9486306309700012,6,1,80,0,0,40
2.141019105911255,5.126282691955566,5.1720123291015625,6.1029767990112305,6.631463050842285,1.0,0.9508957266807556,7,1,80,0,0,40
2.135819435119629,5.714019775390625,5.73676061630249,6.6252546310424805,7.2653093338012695,1.0,0.9517579078674316,8,1,80,0,0,40
2.070551872253418,6.170833587646484,6.181432723999023,7.089994430541992,7.967161655426025,1.0,0.949379563331604,9,1,80,0,0,40
2.012162685394287,6.87262487411499,6.894585609436035,8.107046127319336,8.841106414794922,1.0,0.9493733644485474,10,1,80,0,0,40
1.9835786819458008,7.6286115646362305,7.752076148986816,9.020160675048828,9.524079322814941,1.0,0.9537357687950134,11,1,80,0,0,40
1.8909837007522583,8.155206680297852,8.220885276794434,9.728536605834961,10.589731216430664,1.0,0.9519450664520264,12,1,80,0,0,40
1.8001224994659424,8.804349899291992,8.8272705078125,10.77283000946045,11.898857116699219,1.0,0.9497379660606384,13,1,80,0,0,40
1.7304432392120361,9.825776100158691,9.939329147338867,12.078715324401855,13.630141258239746,1.0,0.954428493976593,14,1,80,0,0,40
1.6361345052719116,10.507843017578125,10.535463333129883,13.665611267089844,15.842076301574707,1.0,0.9515162706375122,15,1,80,0,0,40
1.603835105895996,11.496054649353027,11.669681549072266,15.021455764770508,16.443431854248047,1.0,0.9493846297264099,16,1,80,0,0,40
1.563788890838623,12.024709701538086,12.374765396118164,16.088539123535156,18.629159927368164,1.0,0.9518119096755981,17,1,80,0,0,40
1.4397344589233398,12.414410591125488,13.250226020812988,17.228519439697266,19.924516677856445,1.0,0.955960750579834,18,1,80,0,0,40
